DATE,12/17/2019,12/17/2019,12/17/2019,12/17/2019
644.08,3.48E-04,0.00124908,6.70E-05,0.00111639
644.42,3.30E-04,0.00124284,4.60E-05,0.00108164
644.75,3.02E-04,0.00122212,6.88E-05,0.00108678
645.08,2.44E-04,0.00112739,6.12E-05,0.00107685
645.41,2.97E-04,0.00113884,8.23E-05,0.00106851
645.74,3.10E-04,0.00113284,7.52E-05,0.00105573
646.07,2.59E-04,0.00102921,5.65E-05,0.00103207
646.41,3.78E-04,0.00118128,6.36E-05,0.00101453
646.74,3.68E-04,0.00115118,5.69E-05,0.00101928
647.07,3.55E-04,0.00110217,4.35E-05,9.93E-04
647.4,3.49E-04,0.00112644,3.61E-05,0.00100266
647.73,3.65E-04,0.00114143,1.54E-05,9.97E-04
648.07,3.59E-04,0.00115078,1.11E-05,9.95E-04
648.4,3.40E-04,0.00113347,1.25E-05,9.94E-04
648.73,2.50E-04,9.71E-04,-1.72E-05,9.97E-04
649.06,2.49E-04,9.58E-04,1.61E-06,0.0010158
649.39,2.56E-04,9.60E-04,1.04E-06,0.00102302
649.72,2.47E-04,9.58E-04,3.44E-06,9.97E-04
650.05,1.65E-04,8.77E-04,-2.03E-05,0.00101593
650.39,1.65E-04,9.24E-04,1.87E-05,0.00101591
650.72,1.74E-04,9.99E-04,2.38E-05,0.00102702
651.05,2.64E-04,0.00114864,4.03E-05,0.00104733
651.38,3.64E-04,0.00121728,6.05E-05,0.00103025
651.71,3.59E-04,0.00122917,5.67E-05,0.00101807
652.04,3.80E-04,0.00121715,6.50E-05,0.0010408
652.38,4.10E-04,0.00130134,8.90E-05,0.0010373
652.71,5.10E-04,0.0013863,6.79E-05,0.00105446
653.04,5.02E-04,0.00139822,8.78E-05,0.00106279
653.37,4.15E-04,0.00132275,8.58E-05,0.00106721
653.7,3.02E-04,0.00116806,4.88E-05,0.00103924
654.03,3.48E-04,0.00121793,5.70E-05,0.00105454
654.36,3.34E-04,0.0012226,4.56E-05,0.00103995
654.7,3.16E-04,0.00112618,4.95E-05,0.00102892
655.03,2.38E-04,0.00101806,4.91E-05,0.00101016
655.36,2.65E-04,0.00100653,4.90E-05,0.00101055
655.69,2.48E-04,9.63E-04,7.17E-05,9.78E-04
656.02,3.01E-04,0.00109749,8.71E-05,0.00101112
656.35,2.48E-04,0.00106549,8.07E-05,0.00101891
656.68,2.65E-04,0.0010718,7.14E-05,0.00101971
657.02,2.71E-04,0.00105639,3.98E-05,0.00101424
657.35,2.71E-04,0.00103248,3.41E-05,0.00102865
657.68,2.48E-04,0.00101446,1.09E-06,0.00101874
658.01,2.67E-04,0.00106314,8.14E-06,0.00103409
658.34,1.97E-04,9.90E-04,6.12E-06,0.00102539
658.67,1.98E-04,9.85E-04,1.26E-05,0.00103056
659,1.66E-04,0.00101254,2.96E-05,0.00103827
659.33,1.43E-04,0.00101783,4.20E-05,0.00106432
659.67,1.25E-04,0.00106331,5.99E-05,0.00107355
660,1.33E-04,0.0010989,7.87E-05,0.00108087
660.33,9.02E-05,0.0010329,7.13E-05,0.00108289
660.66,1.09E-04,0.00105187,7.62E-05,0.00109299
660.99,1.41E-04,0.00105777,6.78E-05,0.00107634
661.32,2.83E-04,0.00112842,4.75E-05,0.0010821
661.65,2.78E-04,0.00118053,5.98E-05,0.00107606
661.98,2.89E-04,0.00121016,5.71E-05,0.00107
662.32,3.23E-04,0.0011816,4.15E-05,0.00105629
662.65,4.07E-04,0.00127377,2.65E-05,0.00107152
662.98,4.07E-04,0.0012312,5.87E-06,0.00107513
663.31,3.95E-04,0.00124896,9.82E-06,0.00108321
663.64,2.94E-04,0.00119263,3.37E-05,0.00109109
663.97,3.14E-04,0.00118492,2.37E-05,0.00109501
664.3,3.28E-04,0.00120686,3.64E-05,0.00110893
664.63,2.67E-04,0.00119723,5.82E-05,0.0011209
664.96,1.91E-04,0.00112197,5.38E-05,0.00112277
665.3,1.92E-04,0.0011571,6.29E-05,0.00112397
665.63,1.68E-04,0.00112536,7.76E-05,0.0011299
665.96,1.53E-04,0.00105093,5.74E-05,0.00110885
666.29,1.95E-04,0.00108492,5.84E-05,0.00110241
666.62,1.77E-04,0.0010233,4.81E-05,0.00107587
666.95,2.20E-04,0.00110203,5.90E-05,0.00109142
667.28,2.49E-04,0.00117681,6.52E-05,0.00109655
667.61,2.39E-04,0.00117006,8.17E-05,0.00110582
667.94,2.83E-04,0.00114251,6.48E-05,0.00109417
668.27,4.35E-04,0.00132705,8.02E-05,0.00111712
668.6,3.57E-04,0.00123808,6.87E-05,0.00110703
668.94,3.61E-04,0.00130315,1.05E-04,0.00109007
669.27,3.06E-04,0.00120246,8.25E-05,0.00108993
669.6,2.98E-04,0.00115389,9.44E-05,0.00106581
669.93,3.22E-04,0.00111743,6.73E-05,0.00103859
670.26,2.83E-04,0.00114351,7.97E-05,0.00105412
670.59,1.26E-04,9.99E-04,8.21E-05,0.00103963
670.92,1.53E-04,0.00101075,9.49E-05,0.00103308
671.25,1.44E-04,9.67E-04,5.50E-05,0.00107817
671.58,2.07E-04,0.00104523,6.42E-05,0.00107719
671.91,2.11E-04,0.00107331,4.62E-05,0.001079
672.24,2.10E-04,0.00108798,4.55E-05,0.00107631
672.58,3.50E-04,0.00126483,2.11E-05,0.00108503
672.91,3.89E-04,0.00129282,6.93E-06,0.00108267
673.24,3.75E-04,0.00129981,-1.28E-05,0.00109871
673.57,3.82E-04,0.00124119,-3.61E-05,0.00108199
673.9,3.71E-04,0.00112617,-5.00E-05,0.0010678
674.23,3.36E-04,0.00105722,-3.78E-05,0.00106592
674.56,3.07E-04,0.00110077,-2.78E-05,0.0010812
674.89,1.78E-04,9.54E-04,-2.19E-05,0.00106892
675.22,1.78E-04,9.62E-04,-1.63E-05,0.00107098
675.55,1.64E-04,9.39E-04,-4.69E-06,0.00109384
675.88,1.60E-04,9.57E-04,-4.10E-06,0.00110377
676.21,1.49E-04,0.00102796,5.55E-06,0.00112632
676.54,1.74E-04,9.96E-04,-1.60E-05,0.00112868
676.87,2.33E-04,0.00102393,-2.23E-05,0.00110985
677.2,2.91E-04,0.00111295,-1.72E-05,0.00110893
677.54,2.62E-04,0.00109959,-2.91E-05,0.0011121
677.87,2.95E-04,0.00114807,-2.20E-05,0.00107532
678.2,3.49E-04,0.0012588,2.93E-06,0.00106935
678.53,3.47E-04,0.00120837,-1.46E-05,0.00103667
678.86,3.31E-04,0.00126438,8.22E-07,0.00103577
679.19,3.08E-04,0.00123791,-8.91E-06,0.00106422
679.52,2.38E-04,0.00113655,2.03E-06,0.00106351
679.85,2.48E-04,0.00112698,3.10E-05,0.00106665
680.18,3.12E-04,0.00117869,4.77E-05,0.00108307
680.51,2.42E-04,0.00111384,5.16E-05,0.00109325
680.84,2.23E-04,0.00114778,6.98E-05,0.00109745
681.17,2.27E-04,0.00116657,7.32E-05,0.00109906
681.5,2.15E-04,0.00116267,1.16E-04,0.00109183
681.83,2.19E-04,0.00113211,9.95E-05,0.00109654
682.16,2.01E-04,0.0010914,8.26E-05,0.00107974
682.49,1.04E-04,0.00101393,6.51E-05,0.00106324
682.82,1.90E-04,0.00106779,5.99E-05,0.00106995
683.15,2.12E-04,0.00106421,6.31E-05,0.00106987
683.48,2.36E-04,9.73E-04,5.98E-05,0.00104738
683.81,2.04E-04,9.23E-04,3.60E-05,0.00104116
684.14,2.21E-04,9.01E-04,3.58E-05,0.00103262
684.47,2.27E-04,8.76E-04,3.56E-05,0.00105425
684.81,2.41E-04,9.02E-04,4.63E-05,0.00106375
685.14,2.12E-04,8.68E-04,6.06E-05,0.00103613
685.47,1.84E-04,8.42E-04,5.82E-05,0.00103405
685.8,2.11E-04,8.66E-04,4.11E-05,0.00100148
686.13,3.15E-04,9.29E-04,3.83E-05,9.77E-04
686.46,2.93E-04,9.28E-04,4.67E-05,9.23E-04
686.79,2.72E-04,9.28E-04,4.20E-05,8.77E-04
687.12,3.34E-04,9.14E-04,1.30E-05,8.18E-04
687.45,3.06E-04,8.49E-04,-1.89E-05,7.90E-04
687.78,3.43E-04,7.96E-04,-3.28E-05,7.51E-04
688.11,2.98E-04,8.15E-04,-1.46E-05,7.93E-04
688.44,2.06E-04,6.95E-04,-2.35E-05,7.72E-04
688.77,1.97E-04,7.01E-04,-2.57E-05,7.99E-04
689.1,2.40E-04,6.91E-04,-4.11E-05,7.77E-04
689.43,2.00E-04,7.11E-04,-5.24E-05,8.32E-04
689.76,1.70E-04,7.24E-04,-2.76E-05,8.49E-04
690.09,1.83E-04,7.97E-04,-2.44E-05,9.08E-04
690.42,2.05E-04,7.44E-04,-4.26E-05,8.74E-04
690.75,2.15E-04,7.65E-04,-3.32E-05,8.80E-04
691.08,2.29E-04,7.75E-04,-4.03E-05,8.89E-04
691.41,2.38E-04,8.36E-04,-2.25E-05,9.20E-04
691.74,2.41E-04,8.39E-04,2.33E-05,9.23E-04
692.07,2.70E-04,8.32E-04,1.99E-05,9.22E-04
692.4,2.89E-04,8.93E-04,5.63E-05,8.96E-04
692.73,2.71E-04,9.73E-04,8.32E-05,9.21E-04
693.06,2.68E-04,9.70E-04,7.59E-05,9.04E-04
693.39,3.01E-04,9.76E-04,8.32E-05,8.84E-04
693.72,2.75E-04,8.83E-04,7.91E-05,8.73E-04
694.05,2.54E-04,8.02E-04,6.64E-05,8.47E-04
694.38,2.42E-04,8.16E-04,4.74E-05,8.56E-04
694.71,2.85E-04,8.36E-04,3.77E-05,8.56E-04
695.04,2.99E-04,8.20E-04,2.62E-05,8.54E-04
695.37,3.09E-04,9.01E-04,5.87E-05,8.95E-04
695.7,3.10E-04,9.59E-04,8.82E-05,9.43E-04
696.03,2.87E-04,0.00101966,1.07E-04,9.61E-04
696.36,2.91E-04,0.00106862,1.21E-04,9.75E-04
696.69,2.58E-04,0.00105455,1.43E-04,9.76E-04
697.02,1.69E-04,0.00100387,1.40E-04,9.77E-04
697.35,2.19E-04,0.00107318,1.27E-04,9.95E-04
697.68,2.16E-04,0.00107788,1.24E-04,0.00100615
698.01,1.97E-04,9.72E-04,8.66E-05,9.52E-04
698.34,2.07E-04,9.35E-04,9.21E-05,9.33E-04
698.67,2.30E-04,9.61E-04,9.57E-05,9.22E-04
699,2.71E-04,9.49E-04,9.36E-05,9.22E-04
699.33,2.63E-04,9.39E-04,1.02E-04,9.31E-04
699.66,2.49E-04,8.96E-04,1.49E-04,9.33E-04
699.99,3.01E-04,9.40E-04,1.66E-04,9.16E-04
700.32,2.97E-04,9.39E-04,1.61E-04,9.11E-04
700.65,3.08E-04,9.81E-04,1.66E-04,9.16E-04
700.98,2.85E-04,9.33E-04,1.65E-04,9.31E-04
701.31,2.78E-04,9.32E-04,1.67E-04,9.38E-04
701.63,2.82E-04,8.80E-04,1.60E-04,9.16E-04
701.96,2.42E-04,8.30E-04,1.40E-04,8.99E-04
702.29,2.54E-04,8.00E-04,1.23E-04,9.08E-04
702.62,2.59E-04,8.47E-04,1.61E-04,9.51E-04
702.95,2.33E-04,8.37E-04,1.62E-04,9.68E-04
703.28,2.35E-04,8.66E-04,1.76E-04,9.62E-04
703.61,2.79E-04,9.27E-04,1.65E-04,9.38E-04
703.94,4.08E-04,0.0010728,1.84E-04,9.51E-04
704.27,4.32E-04,0.00113511,2.20E-04,9.54E-04
704.6,3.42E-04,0.00106088,2.24E-04,9.63E-04
704.93,3.64E-04,0.00108002,2.39E-04,9.60E-04
705.26,4.46E-04,0.00116187,2.52E-04,9.74E-04
705.59,4.61E-04,0.00116285,2.50E-04,9.80E-04
705.92,4.49E-04,0.00115214,2.78E-04,9.90E-04
706.25,3.13E-04,9.90E-04,2.53E-04,0.00100058
706.58,2.65E-04,9.13E-04,2.19E-04,0.00100877
706.91,2.95E-04,9.14E-04,2.09E-04,9.85E-04
707.24,3.36E-04,9.67E-04,1.90E-04,9.81E-04
707.57,2.57E-04,8.98E-04,1.84E-04,9.86E-04
707.9,2.27E-04,8.69E-04,1.72E-04,9.64E-04
708.23,1.94E-04,8.01E-04,1.57E-04,9.65E-04
708.56,2.48E-04,9.02E-04,1.90E-04,9.58E-04
708.88,3.24E-04,9.90E-04,2.18E-04,9.66E-04
709.21,3.16E-04,0.00101267,2.39E-04,9.69E-04
709.54,3.01E-04,9.71E-04,2.50E-04,9.70E-04
709.87,3.21E-04,9.81E-04,2.63E-04,9.63E-04
710.2,3.19E-04,9.52E-04,2.78E-04,9.78E-04
710.53,2.82E-04,9.80E-04,2.75E-04,0.00100379
710.86,2.40E-04,8.80E-04,2.28E-04,9.86E-04
711.19,2.06E-04,8.50E-04,2.37E-04,9.86E-04
711.52,2.39E-04,8.70E-04,2.39E-04,9.95E-04
711.85,1.92E-04,8.75E-04,2.48E-04,9.92E-04
712.18,1.90E-04,8.52E-04,2.44E-04,9.87E-04
712.51,2.26E-04,8.70E-04,2.46E-04,9.85E-04
712.84,2.60E-04,8.11E-04,2.52E-04,9.42E-04
713.17,3.23E-04,9.13E-04,3.16E-04,9.49E-04
713.5,2.96E-04,8.40E-04,2.78E-04,9.22E-04
713.82,2.67E-04,8.37E-04,2.77E-04,9.26E-04
714.15,2.71E-04,8.01E-04,2.74E-04,9.45E-04
714.48,2.65E-04,7.65E-04,2.53E-04,9.28E-04
714.81,2.12E-04,7.45E-04,2.64E-04,9.13E-04
715.14,2.09E-04,7.70E-04,2.78E-04,9.09E-04
715.47,1.52E-04,6.84E-04,2.46E-04,8.82E-04
715.8,1.88E-04,7.13E-04,2.44E-04,8.81E-04
716.13,2.62E-04,7.30E-04,2.56E-04,8.39E-04
716.46,3.92E-04,8.40E-04,2.80E-04,7.80E-04
716.79,4.13E-04,8.91E-04,2.90E-04,7.53E-04
717.12,4.78E-04,9.39E-04,2.80E-04,7.24E-04
717.44,4.89E-04,9.12E-04,2.70E-04,6.85E-04
717.77,5.06E-04,9.05E-04,2.76E-04,6.88E-04
718.1,5.48E-04,9.48E-04,3.03E-04,6.65E-04
718.43,4.87E-04,8.96E-04,2.89E-04,6.69E-04
718.76,3.43E-04,7.20E-04,2.60E-04,6.47E-04
719.09,3.49E-04,6.44E-04,2.34E-04,6.19E-04
719.42,3.31E-04,5.75E-04,2.30E-04,6.06E-04
719.75,3.19E-04,5.86E-04,2.37E-04,6.37E-04
720.08,2.93E-04,5.56E-04,2.34E-04,6.37E-04
720.41,2.25E-04,5.00E-04,2.43E-04,6.49E-04
720.74,2.16E-04,4.97E-04,2.82E-04,6.65E-04
721.06,2.74E-04,5.43E-04,3.07E-04,6.97E-04
721.39,2.78E-04,5.72E-04,3.21E-04,7.12E-04
721.72,3.57E-04,6.92E-04,3.37E-04,7.32E-04
722.05,3.66E-04,7.08E-04,3.29E-04,7.49E-04
722.38,4.19E-04,7.72E-04,3.62E-04,7.61E-04
722.71,4.13E-04,7.35E-04,3.40E-04,7.49E-04
723.04,4.85E-04,7.75E-04,3.01E-04,7.34E-04
723.37,4.53E-04,7.66E-04,2.91E-04,7.15E-04
723.7,5.47E-04,8.38E-04,3.27E-04,7.29E-04
724.02,4.55E-04,7.20E-04,3.29E-04,7.26E-04
724.35,5.70E-04,7.98E-04,3.50E-04,7.02E-04
724.68,6.16E-04,8.52E-04,3.54E-04,7.02E-04
725.01,6.88E-04,9.09E-04,3.97E-04,7.11E-04
725.34,6.04E-04,8.08E-04,4.00E-04,6.91E-04
725.67,6.25E-04,8.15E-04,4.13E-04,7.17E-04
726,6.17E-04,8.36E-04,4.20E-04,7.26E-04
726.33,6.25E-04,8.55E-04,4.30E-04,7.39E-04
726.65,5.05E-04,7.44E-04,4.36E-04,7.51E-04
726.98,4.19E-04,6.61E-04,4.26E-04,7.25E-04
727.31,3.72E-04,6.37E-04,4.20E-04,7.23E-04
727.64,3.93E-04,6.64E-04,4.11E-04,7.14E-04
727.97,3.94E-04,6.69E-04,3.98E-04,7.09E-04
728.3,3.79E-04,6.34E-04,3.93E-04,7.07E-04
728.63,3.78E-04,6.06E-04,3.72E-04,6.84E-04
728.95,3.77E-04,6.00E-04,3.43E-04,6.57E-04
729.28,3.74E-04,5.77E-04,3.47E-04,6.86E-04
729.61,4.02E-04,5.79E-04,3.59E-04,6.98E-04
729.94,3.97E-04,5.71E-04,3.80E-04,7.19E-04
730.27,3.65E-04,5.45E-04,3.88E-04,7.16E-04
730.6,2.94E-04,4.77E-04,3.91E-04,7.13E-04
730.93,3.72E-04,5.70E-04,4.35E-04,7.72E-04
731.25,4.60E-04,6.67E-04,4.94E-04,8.27E-04
731.58,4.98E-04,7.11E-04,5.25E-04,8.45E-04
731.91,4.63E-04,6.95E-04,4.99E-04,8.21E-04
732.24,5.33E-04,7.81E-04,5.37E-04,8.45E-04
732.57,5.92E-04,8.61E-04,5.71E-04,8.65E-04
732.9,6.67E-04,9.80E-04,6.34E-04,9.00E-04
733.23,6.50E-04,9.51E-04,6.42E-04,9.08E-04
733.55,5.72E-04,8.55E-04,6.20E-04,8.64E-04
733.88,5.70E-04,8.51E-04,6.22E-04,8.64E-04
734.21,5.96E-04,8.95E-04,6.73E-04,8.90E-04
734.54,5.54E-04,8.25E-04,6.56E-04,9.04E-04
734.87,5.15E-04,7.51E-04,6.41E-04,8.98E-04
735.2,4.41E-04,6.42E-04,5.95E-04,8.78E-04
735.52,4.07E-04,6.12E-04,5.87E-04,8.51E-04
735.85,5.10E-04,7.30E-04,6.33E-04,8.94E-04
736.18,5.33E-04,7.49E-04,6.26E-04,8.97E-04
736.51,5.13E-04,7.24E-04,6.10E-04,9.16E-04
736.84,4.75E-04,7.07E-04,6.23E-04,8.92E-04
737.17,5.89E-04,8.18E-04,6.54E-04,9.10E-04
737.49,6.74E-04,8.86E-04,6.47E-04,9.09E-04
737.82,7.15E-04,9.26E-04,6.90E-04,9.30E-04
738.15,6.37E-04,8.74E-04,6.66E-04,9.26E-04
738.48,6.09E-04,8.32E-04,6.66E-04,9.08E-04
738.81,6.94E-04,9.16E-04,6.74E-04,9.16E-04
739.14,7.66E-04,9.71E-04,7.01E-04,9.42E-04
739.46,6.82E-04,9.14E-04,6.96E-04,9.68E-04
739.79,6.22E-04,8.42E-04,7.41E-04,9.90E-04
740.12,5.90E-04,8.10E-04,7.15E-04,9.78E-04
740.45,6.59E-04,8.35E-04,7.52E-04,0.00101022
740.78,7.38E-04,9.14E-04,7.86E-04,0.00105182
741.1,7.27E-04,8.86E-04,8.02E-04,0.00106118
741.43,7.12E-04,8.85E-04,7.88E-04,0.00106302
741.76,7.49E-04,8.86E-04,8.13E-04,0.00104553
742.09,8.24E-04,9.89E-04,8.14E-04,0.00104231
742.42,8.13E-04,9.72E-04,7.95E-04,0.00104283
742.75,7.71E-04,9.61E-04,7.79E-04,0.00103281
743.07,7.21E-04,9.17E-04,7.67E-04,0.00102065
743.4,6.74E-04,8.81E-04,7.57E-04,0.0010053
743.73,6.94E-04,9.17E-04,7.84E-04,0.00100732
744.06,6.22E-04,8.36E-04,7.53E-04,9.84E-04
744.39,5.94E-04,7.97E-04,7.73E-04,9.84E-04
744.71,6.48E-04,8.58E-04,7.94E-04,9.97E-04
745.04,6.08E-04,7.84E-04,7.82E-04,9.56E-04
745.37,5.81E-04,7.63E-04,7.88E-04,9.35E-04
745.7,6.36E-04,7.89E-04,7.83E-04,9.38E-04
746.03,5.76E-04,7.17E-04,7.52E-04,9.25E-04
746.35,6.06E-04,7.58E-04,7.79E-04,9.28E-04
746.68,5.25E-04,6.82E-04,7.31E-04,9.13E-04
747.01,5.21E-04,6.75E-04,7.46E-04,9.06E-04
747.34,7.05E-04,8.32E-04,7.74E-04,9.49E-04
747.67,7.54E-04,8.54E-04,7.84E-04,9.52E-04
747.99,7.37E-04,8.28E-04,8.14E-04,9.75E-04
748.32,7.71E-04,8.80E-04,8.39E-04,9.94E-04
748.65,7.60E-04,9.02E-04,8.40E-04,0.00103513
748.98,7.59E-04,9.17E-04,8.73E-04,0.00108141
749.3,7.13E-04,8.87E-04,8.85E-04,0.00109889
749.63,5.43E-04,7.52E-04,8.46E-04,0.00104578
749.96,5.98E-04,8.22E-04,8.41E-04,0.0010692
750.29,6.04E-04,8.59E-04,8.27E-04,0.00104437
750.62,6.18E-04,8.42E-04,8.03E-04,0.00105325
750.94,8.33E-04,9.89E-04,7.77E-04,0.00104421
751.27,8.67E-04,0.0010001,7.73E-04,0.00100465
751.6,8.82E-04,0.00100219,7.49E-04,9.81E-04
751.93,9.14E-04,0.00102755,7.91E-04,0.00102834
752.25,8.60E-04,9.92E-04,8.00E-04,0.00103073
752.58,8.13E-04,9.46E-04,7.88E-04,0.00101831
752.91,8.01E-04,9.30E-04,7.85E-04,9.90E-04
753.24,7.41E-04,8.84E-04,8.28E-04,9.75E-04
753.57,7.20E-04,8.72E-04,8.18E-04,9.84E-04
753.89,7.00E-04,8.72E-04,8.24E-04,9.95E-04
754.22,7.19E-04,8.94E-04,8.20E-04,9.70E-04
754.55,6.91E-04,8.60E-04,8.25E-04,9.81E-04
754.88,6.86E-04,8.58E-04,8.44E-04,9.71E-04
755.2,7.23E-04,8.86E-04,9.07E-04,0.00101418
755.53,5.46E-04,7.44E-04,8.84E-04,9.99E-04
755.86,5.44E-04,7.43E-04,8.66E-04,9.80E-04
756.19,5.74E-04,7.54E-04,8.68E-04,9.67E-04
756.51,5.33E-04,7.41E-04,8.57E-04,9.82E-04
756.84,5.76E-04,7.79E-04,8.37E-04,9.45E-04
757.17,6.58E-04,8.39E-04,8.40E-04,0.00100317
757.5,6.02E-04,7.92E-04,7.81E-04,9.77E-04
757.82,6.43E-04,8.10E-04,7.65E-04,9.69E-04
758.15,6.23E-04,7.76E-04,7.40E-04,9.39E-04
758.48,6.16E-04,7.49E-04,7.15E-04,8.86E-04
758.81,5.91E-04,6.87E-04,6.53E-04,8.15E-04
759.13,5.08E-04,5.81E-04,5.69E-04,7.22E-04
759.46,3.86E-04,4.50E-04,4.82E-04,5.86E-04
759.79,3.65E-04,4.18E-04,3.99E-04,4.64E-04
760.12,4.27E-04,4.52E-04,3.60E-04,3.88E-04
760.44,5.30E-04,4.86E-04,3.27E-04,3.39E-04
760.77,4.66E-04,4.05E-04,2.90E-04,3.16E-04
761.1,4.26E-04,3.89E-04,2.64E-04,2.85E-04
761.42,4.00E-04,3.73E-04,2.74E-04,2.69E-04
761.75,4.15E-04,3.78E-04,2.38E-04,2.28E-04
762.08,4.18E-04,3.96E-04,2.62E-04,2.48E-04
762.41,3.70E-04,3.93E-04,2.47E-04,2.50E-04
762.73,2.96E-04,3.81E-04,2.43E-04,2.46E-04
763.06,3.14E-04,4.02E-04,2.56E-04,2.31E-04
763.39,3.42E-04,3.94E-04,2.73E-04,2.43E-04
763.72,3.44E-04,3.73E-04,2.76E-04,2.53E-04
764.04,3.39E-04,3.67E-04,3.11E-04,2.89E-04
764.37,4.00E-04,4.04E-04,3.49E-04,3.45E-04
764.7,3.50E-04,3.24E-04,3.57E-04,3.78E-04
765.02,3.34E-04,3.01E-04,3.93E-04,4.24E-04
765.35,3.76E-04,3.48E-04,3.91E-04,4.77E-04
765.68,4.06E-04,4.17E-04,4.33E-04,5.25E-04
766.01,5.36E-04,5.38E-04,4.92E-04,6.16E-04
766.33,5.74E-04,6.02E-04,5.56E-04,6.75E-04
766.66,5.42E-04,5.56E-04,5.73E-04,6.98E-04
766.99,5.65E-04,5.94E-04,6.28E-04,7.26E-04
767.31,5.61E-04,5.96E-04,6.53E-04,7.46E-04
767.64,5.39E-04,5.88E-04,6.95E-04,7.88E-04
767.97,5.42E-04,5.65E-04,7.39E-04,8.27E-04
768.3,4.96E-04,5.33E-04,7.58E-04,8.29E-04
768.62,4.51E-04,4.75E-04,7.30E-04,8.09E-04
768.95,4.51E-04,5.15E-04,7.66E-04,8.23E-04
769.28,4.32E-04,5.02E-04,7.36E-04,8.31E-04
769.6,5.53E-04,6.12E-04,7.69E-04,8.55E-04
769.93,6.31E-04,6.68E-04,8.02E-04,8.78E-04
770.26,7.29E-04,7.81E-04,8.14E-04,8.78E-04
770.58,6.95E-04,7.57E-04,8.02E-04,8.72E-04
770.91,8.58E-04,9.15E-04,8.66E-04,9.63E-04
771.24,8.84E-04,9.35E-04,8.73E-04,9.70E-04
771.57,9.39E-04,9.97E-04,9.31E-04,9.82E-04
771.89,8.29E-04,9.29E-04,9.13E-04,9.90E-04
772.22,7.46E-04,8.85E-04,8.61E-04,9.30E-04
772.55,6.78E-04,8.15E-04,8.37E-04,9.28E-04
772.87,6.95E-04,8.45E-04,8.53E-04,9.44E-04
773.2,6.37E-04,8.18E-04,8.28E-04,9.29E-04
773.53,6.87E-04,8.53E-04,8.25E-04,9.47E-04
773.85,7.22E-04,8.65E-04,8.13E-04,9.68E-04
774.18,7.19E-04,8.59E-04,8.20E-04,9.66E-04
774.51,7.34E-04,8.61E-04,8.50E-04,9.75E-04
774.83,7.62E-04,8.81E-04,8.77E-04,9.92E-04
775.16,8.71E-04,9.50E-04,8.87E-04,9.99E-04
775.49,8.14E-04,8.74E-04,8.94E-04,9.78E-04
775.81,7.11E-04,7.76E-04,8.53E-04,9.29E-04
776.14,6.26E-04,7.23E-04,8.31E-04,8.98E-04
776.47,6.33E-04,7.20E-04,8.41E-04,8.67E-04
776.79,6.32E-04,7.26E-04,8.54E-04,8.95E-04
777.12,5.94E-04,6.54E-04,8.44E-04,8.74E-04
777.45,5.14E-04,6.14E-04,8.41E-04,8.94E-04
777.77,5.62E-04,7.09E-04,8.37E-04,8.81E-04
778.1,5.73E-04,7.29E-04,8.51E-04,8.92E-04
778.43,6.95E-04,8.45E-04,8.87E-04,9.38E-04
778.75,7.00E-04,8.36E-04,8.64E-04,9.71E-04
779.08,7.51E-04,8.65E-04,8.93E-04,9.91E-04
779.41,7.64E-04,9.28E-04,8.95E-04,0.00100294
779.73,7.30E-04,8.77E-04,8.83E-04,9.73E-04
780.06,6.73E-04,7.98E-04,9.05E-04,9.92E-04
780.39,7.43E-04,8.60E-04,9.18E-04,0.00103966
780.71,6.60E-04,7.79E-04,9.05E-04,0.00100592
781.04,7.23E-04,8.83E-04,9.33E-04,0.00100603
781.37,7.17E-04,9.30E-04,9.22E-04,0.0010016
781.69,7.53E-04,9.57E-04,9.27E-04,0.00101585
782.02,7.78E-04,9.88E-04,9.23E-04,0.00101888
782.35,9.24E-04,0.00112383,9.26E-04,0.00103476
782.67,8.51E-04,0.00107321,8.88E-04,9.63E-04
783,9.20E-04,0.0011054,9.12E-04,9.76E-04
783.33,9.08E-04,0.00107447,8.82E-04,9.82E-04
783.65,9.02E-04,9.96E-04,8.71E-04,9.46E-04
783.98,8.19E-04,9.14E-04,8.24E-04,9.20E-04
784.31,8.64E-04,9.55E-04,8.34E-04,9.26E-04
784.63,7.59E-04,8.44E-04,8.19E-04,9.35E-04
784.96,8.13E-04,8.64E-04,8.71E-04,9.69E-04
785.28,8.40E-04,8.94E-04,8.32E-04,9.48E-04
785.61,7.71E-04,8.06E-04,8.28E-04,9.12E-04
785.94,8.00E-04,8.78E-04,8.28E-04,9.30E-04
786.26,8.06E-04,8.83E-04,8.44E-04,9.38E-04
786.59,7.74E-04,8.42E-04,8.53E-04,9.21E-04
786.92,8.14E-04,8.65E-04,8.45E-04,8.93E-04
787.24,8.24E-04,9.06E-04,8.13E-04,8.98E-04
787.57,7.04E-04,7.77E-04,8.11E-04,8.95E-04
787.89,8.56E-04,9.04E-04,8.50E-04,9.16E-04
788.22,8.90E-04,9.25E-04,8.14E-04,9.30E-04
788.55,8.90E-04,9.30E-04,8.46E-04,9.09E-04
788.87,8.26E-04,8.96E-04,8.50E-04,9.13E-04
789.2,8.34E-04,9.22E-04,8.51E-04,9.28E-04
789.53,9.65E-04,0.00102484,8.67E-04,9.13E-04
789.85,9.61E-04,0.00105835,8.69E-04,9.32E-04
